,Source,Fake News Watch,The Daily Dot,U.S. News and World Report,New Republic,CBS News,about.com,NPR,Snopes Field Guide,Kate Starbird,Opensources,Craig Silverman,Politifact,n_consensus,domain,volume
989,usapoliticsnow.com,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
990,usapoliticstoday.com,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
991,usapoliticszone.com,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
992,usasnich.com,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
993,usasupreme.com,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
994,usatoday.com.co,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
995,usatodaynews.me,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
996,usatwentyfour.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
997,usawatchdog.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
998,usaworldbox.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
999,uschronicle.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1000,usconservativetoday.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1001,usfanzone.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1002,ushealthyadvisor.com,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
1003,ushealthylife.com,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
1004,usherald.com,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
1005,usinfonews.com,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
1006,uslifetoday.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1007,uspoliticsinfo.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1008,uspoliticslive.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1009,uspoln.com,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,3,,
1010,uspostman.com,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
1011,ustruthwire.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1012,usuncut.com,No,Yes,No,No,No,No,No,No,No,Yes,No,No,2,,
1013,usviewer.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1014,vancouverinquirer.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1015,vdare.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1016,veteransfordonaldtrump.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1017,veteranstoday.com,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,3,,
1018,vigilantcitizen.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1019,viralactions.com,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,3,,
1020,viraldevil.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1021,viralliberty.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1022,viralmugshot.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1023,viralpropaganda.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1024,viralspeech.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1025,viralstupid.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1026,viraltube.nl,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1027,voxtribune.com,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
1028,wakeupthesheep.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1029,wakingtimes.com,No,No,No,No,No,No,No,No,Yes,Yes,No,No,2,,
1030,wakingupwisconsin.com,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2,,
1031,washingtonevening.com,No,No,No,No,No,No,No,No,No,No,Yes,Yes,2,,
1032,washingtonfed.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1033,washingtonfeed.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1034,washingtonpost.com.co,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
1035,washingtonsblog.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1036,waterfordwhispersnews.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1037,wazanews.tk,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1038,wcpm3.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1039,wearechange.org,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1040,weaselzippers.us,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1041,webdaily.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1042,weconservative.com,No,No,No,No,No,No,No,No,No,No,Yes,Yes,2,,
1043,weekendherald.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1044,weekendpoliticalnews.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1045,weeklystandard.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1046,weeklyworldnews.com,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,4,,
1047,wellaware1.com,No,No,No,No,No,No,No,No,Yes,No,No,No,1,,
1048,welovenative.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1049,werk35.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1050,weshapelife.org,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1051,westernjournalism.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1052,westfieldpost.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1053,wetheproudpatriots.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1054,wftj8news.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1055,whatdoesitmean.com,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
1056,whatreallyhappened.com,No,No,No,No,No,No,No,No,Yes,Yes,No,No,2,,
1057,whitepower.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1058,whowhatwhy.org,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1059,whydontyoutrythis.com,No,No,No,No,No,No,No,No,No,Yes,No,Yes,2,,
1060,wideawakeamerica.com,Yes,No,No,No,No,No,No,No,No,No,No,No,1,,
1061,wikispooks.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1062,williambanzai7.blogspot.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1063,willyloman.wordpress.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1064,winkprogress.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1065,winningdemocrats.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1066,witscience.org,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,3,,
1067,wleb21.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1068,wm21news.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1069,wmacnews.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1070,wmb36.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1071,wnd.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1072,wonkie.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1073,world.politics.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1074,worldnewscircle.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1075,worldnewsdailyreport.com,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,7,,
1076,worldnewspolitics.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1077,worldpoliticsnow.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1078,worldpoliticsus.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1079,worldrumor.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1080,worldstoriestoday.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1081,worldtruth.tv,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,5,,
1082,worldwidehealthy.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1083,wrejnews.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1084,wrpm33.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1085,wrpt16.com,No,No,No,No,No,No,No,No,No,No,Yes,No,1,,
1086,wtoe5news.com,No,No,No,No,No,No,No,No,No,Yes,Yes,No,2,,
1087,wundergroundmusic.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1088,www.rt.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1089,wy21news.com,No,No,No,No,No,No,No,No,No,No,No,Yes,1,,
1090,x22report.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1091,yesimright.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1092,youngcons.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1093,yourfunpage.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1094,yournationnews.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
1095,yournewswire.com,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,5,,
1096,zerohedge.com,No,No,No,No,No,No,No,No,Yes,Yes,No,No,2,,
1097,zootfeed.com,No,No,No,No,No,No,No,No,No,Yes,No,No,1,,
